"aar";"yrke_grovgruppe";"yrke_fingruppe";"yrkeskode";"yrke";"yrkesbetegnelse";"isco_versjon";"antall_arbeidssokere"
"2007";"Ingeniør- og ikt-fag";"Ikt-yrker";"1236";"IT-direktører";"IT-direktør";"ISCO-88";"41"
"2007";"Ledere";"Administrative og merkantile ledere ";"1237";"Forskningsdirektører";"Forskningsdirektør";"ISCO-88";"8"
"2007";"Serviceyrker og annet arbeid";"Annet arbeid";"1239";"Andre spesialdirektører";"Leder (næringsmiddelarbeid), Leder (privat virksomhet)";"ISCO-88";"467"
"2007";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2111";"Fysikere og astronomer";"Astronom, Fysiker";"ISCO-88";"5"
"2007";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2112";"Meteorologer";"*";"ISCO-88";"*"
"2007";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2113";"Kjemikere";"Kjemiker";"ISCO-88";"16"
"2007";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2114";"Geologer og geofysikere";"Geofysiker, Geolog, Glasiolog, Naturgeograf, Oseanograf";"ISCO-88";"20"
"2007";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2121";"Matematikere og tilsvarende yrker";"*";"ISCO-88";"*"
"2007";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2122";"Statistikere";"Statistiker";"ISCO-88";"18"
"2007";"Ingeniør- og ikt-fag";"Ikt-yrker";"2130";"Systemutviklere og programmerere";"Driftskonsulent IT, IT-rådgiver, Programmerer, Systemutvikler, Web-utvikler";"ISCO-88";"723"
"2007";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2141";"Sivilarkitekter, by- og trafikkplanleggere";"Arkitekt, Interiørarkitekt, Landskapsarkitekt";"ISCO-88";"88"
"2007";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2142";"Sivilingeniører (bygg og anlegg)";"Sivilingeniør (bygg og anlegg)";"ISCO-88";"19"
"2007";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2143";"Sivilingeniører (elkraftteknikk)";"Sivilingeniør (elkraftteknikk)";"ISCO-88";"7"
"2007";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2144";"Sivilingeniører (elektronikk og telekommunikasjon)";"Sivilingeniør (datateknikk), Sivilingeniør (elektronikk og telekommunikasjon), Sivilingeniør (teknisk kybernetikk)";"ISCO-88";"47"
"2007";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2145";"Sivilingeniører (maskin- og marinteknikk)";"Sivilingeniør (marinteknikk), Sivilingeniør (maskinteknikk)";"ISCO-88";"15"
"2007";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2146";"Sivilingeniører (kjemi)";"Sivilingeniør (kjemi)";"ISCO-88";"7"
"2007";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2147";"Sivilingeniører (geofag, petroleumsteknologi, metallurgi o.l.)";"Sivilingeniør (geofag og petroleumsteknologi), Sivilingeniør (metallurgi), Sivilingeniør (offshoreteknologi)";"ISCO-88";"16"
"2007";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2148";"Landmålere, jordskiftekandidater o.l.";"Jordskiftekandidat, Sivilingeniør (kart og oppmåling)";"ISCO-88";"8"
"2007";"Ingeniør- og ikt-fag";"Sivilingeniører og sivilarkitekter";"2149";"Andre sivilingeniører og tilsvarende yrker";"Sivilingeniør (øvrige)";"ISCO-88";"14"
"2007";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2211";"Biologer, botanikere, zoologer og tilsvarende yrker";"Biolog, Fiskerikandidat";"ISCO-88";"96"
"2007";"Ingeniør- og ikt-fag";"Andre naturvitenskapelige yrker";"2212";"Sivilagronomer og tilsvarende yrker";"Hagebrukskandidat, Naturforvaltningskandidat, Næringsmiddelkandidat, Sivilagronom, Skogbrukskandidat";"ISCO-88";"35"
"2007";"Helse, pleie og omsorg";"Medisinske yrker (leger, tannleger, veterinærer, farmasøyter)";"2221";"Leger";"Allmennpraktiserende lege, Bedriftslege, Bydelslege/Kommunelege, Lege (assistentlege), Lege - spesialist";"ISCO-88";"105"
"2007";"Helse, pleie og omsorg";"Medisinske yrker (leger, tannleger, veterinærer, farmasøyter)";"2222";"Tannleger";"Spesialtannlege, Tannlege";"ISCO-88";"13"
"2007";"Helse, pleie og omsorg";"Medisinske yrker (leger, tannleger, veterinærer, farmasøyter)";"2223";"Veterinærer";"Veterinær";"ISCO-88";"19"
"2007";"Helse, pleie og omsorg";"Medisinske yrker (leger, tannleger, veterinærer, farmasøyter)";"2224";"Farmasøyter";"Farmasøyt (cand.pharm.)";"ISCO-88";"18"
"2007";"Helse, pleie og omsorg";"Medisinske yrker (leger, tannleger, veterinærer, farmasøyter)";"2225";"Ernæringsfysiologer";"*";"ISCO-88";"*"
"2007";"Helse, pleie og omsorg";"Sykepleiere og jordmødre";"2230";"Spesialsykepleiere og jordmødre";"Helsesøster, Jordmor, Oversykepleier, Spesialsykepleier (anestesi - intensiv - operasjon), Spesialsykepleier (eldreomsorg), Spesialsykepleier (kreft), Spesialsykepleier (pediatri), Spesialsykepleier (psykiatri)";"ISCO-88";"60"
"2007";"Undervisning";"Lærere på universitet og høyskoler og spesialister";"2310";"Universitets- og høgskolelektorer/-lærere";"Lektor/lærer (høyskole og universitet), Professor, Stipendiat";"ISCO-88";"307"
"2007";"Undervisning";"Lærere i videregående skole";"2320";"Lektorer og adjunkter i videregående skole";"Adjunkt (videregående skole), Lektor (videregående skole)";"ISCO-88";"193"
"2007";"Undervisning";"Lærere på universitet og høyskoler og spesialister";"2340";"Spesiallærere/spesialpedagoger";"Spesialpedagog";"ISCO-88";"68"
"2007";"Undervisning";"Lærere på universitet og høyskoler og spesialister";"2351";"Spesialister i utdanningsmetodikk";"Pedagog";"ISCO-88";"92"
"2007";"Undervisning";"Lærere på universitet og høyskoler og spesialister";"2352";"Studieinspektører o.l.";"Inspektør (videregående skole), Studiekonsulent (universtitet, høyskole og forskningsinstitusjoner)";"ISCO-88";"44"
"2007";"Undervisning";"Annet undervisningspersonale";"2359";"Andre lærere med minst 4- års universitets- eller høgskoleutdanning";"Museumspedagog, Musikkpedagog, Sangpedagog";"ISCO-88";"64"
"2007";"Akademiske yrker";"Saksbehandlere i offentlig sektor";"2411";"Saksbehandlere innen offentlig administrasjon";"Arealplanlegger, Boligkonsulent, Eksportkonsulent, Fiskerikonsulent, Idrettskonsulent, Inspektør (offentlig administrasjon), Kulturkonsulent, Lovrådgiver, Miljøvernkonsulent, Opplæringskonsulent, Saksbehandler (offentlig administrasjon), Sivilforsvarsinspektør";"ISCO-88";"741"
"2007";"Meglere og konsulenter";"Økonomer og revisorer";"2511";"Statsautoriserte revisorer";"*";"ISCO-88";"*"
"2007";"Akademiske yrker";"Akademiske yrker i privat sektor";"2512";"Personal- og organisasjonskonsulenter";"Forhandlingskonsulent, Organisasjonskonsulent, Personalkonsulent";"ISCO-88";"236"
"2007";"Meglere og konsulenter";"Økonomer og revisorer";"2519";"Markedsanalytikere og andre forretningsyrker";"Markedsanalytiker/forretningsutvikler";"ISCO-88";"69"
"2007";"Akademiske yrker";"Juridiske yrker";"2521";"Advokater";"Advokat, Advokatfullmektig, Jurist";"ISCO-88";"66"
"2007";"Akademiske yrker";"Juridiske yrker";"2522";"Domstolsjurister";"*";"ISCO-88";"*"
"2007";"Akademiske yrker";"Juridiske yrker";"2523";"Jurister innen politi- og påtalemyndighet";"Politiadjutant, Politiadvokat, Politifullmektig, Politiinspektør";"ISCO-88";"5"
"2007";"Akademiske yrker";"Andre akademiske yrker ";"2531";"Arkivarer og konservatorer";"Antikvar, Arkivar, Konservator, Teknisk konservator";"ISCO-88";"64"
"2007";"Akademiske yrker";"Journalister og informasjonsmedarbeidere";"2532";"Universitetsbibliotekarer";"*";"ISCO-88";"*"
"2007";"Meglere og konsulenter";"Økonomer og revisorer";"2541";"Økonomer";"Siviløkonom, Økonom";"ISCO-88";"98"
"2007";"Akademiske yrker";"Samfunnsvitenskapelige yrker";"2542";"Sosiologer, sosialantropologer, samfunnsgeografer og statsvitere";"Kriminolog, Rettssosiolog, Samfunnsgeograf, Sosialantropolog, Sosiolog, Statsviter";"ISCO-88";"48"
"2007";"Akademiske yrker";"Andre akademiske yrker ";"2543";"Historikere, arkeologer og filosofer";"Arkeolog, Etnolog, Filosof, Historiker, Idehistoriker, Kunsthistoriker, Religionshistoriker";"ISCO-88";"65"
"2007";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"2544";"Lingvister, oversettere og tolker";"Lingvist, Litteraturviter, Oversetter";"ISCO-88";"211"
"2007";"Akademiske yrker";"Andre akademiske yrker ";"2545";"Psykologer";"Psykolog";"ISCO-88";"39"
"2007";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"2551";"Forfattere og andre skribenter";"Forfatter, Forlagsmedarbeider, Kritiker, Redaktør";"ISCO-88";"118"
"2007";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"2552";"Skulptører, kunstmalere og andre billedkunstnere";"Billedkunstner, Brukskunstner, Illustratør (høyere grad), Industridesigner";"ISCO-88";"81"
"2007";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"2553";"Dirigenter, komponister, musikere og sangere";"Dirigent, Komponist, Musiker, Sanger";"ISCO-88";"109"
"2007";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"2554";"Koreografer og dansere";"Danser, Koreograf";"ISCO-88";"41"
"2007";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"2555";"Skuespillere og regissører";"Dramaturg, Regissør, Skuespiller";"ISCO-88";"143"
"2007";"Akademiske yrker";"Andre akademiske yrker ";"2560";"Geistlige yrker";"Kateket, Teolog, Teolog/prest";"ISCO-88";"26"
"2007";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3111";"Bygningsingeniører og -teknikere";"Ingeniør (bygg, anlegg, oppmåling og jordskifte), Tekniker (bygg, anlegg, oppmåling og jordskifte)";"ISCO-88";"98"
"2007";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3112";"Elkraftingeniører og -teknikere";"Ingeniør (elkraftteknikk), Tekniker (elkraftteknikk)";"ISCO-88";"37"
"2007";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3113";"Elektronikk- og telekommunikasjonsingeniører og -teknikere";"Ingeniør (elektronikk og telekommunikasjon), Tekniker (elektronikk og telekommunikasjon)";"ISCO-88";"224"
"2007";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3114";"Maskiningeniører og -teknikere";"Ingeniør (maskin), Tekniker (maskin)";"ISCO-88";"117"
"2007";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3115";"Kjemiingeniører og -teknikere";"Ingeniør (kjemi), Tekniker (kjemi)";"ISCO-88";"38"
"2007";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3116";"Ingeniører og teknikere innen olje, bergverk og metallurgi";"Ingeniør (gruve/bergverk), Ingeniør (metallurgi), Ingeniør (petroleum), Tekniker (gruve/bergverk), Tekniker (metallurgi), Tekniker (petroleum)";"ISCO-88";"37"
"2007";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3119";"Andre ingeniører og teknikere";"Ingeniør (øvrige), Tekniker (øvrige)";"ISCO-88";"110"
"2007";"Ingeniør- og ikt-fag";"Ikt-yrker";"3120";"Dataingeniører og -teknikere";"Ingeniør (IT), Lærling (IKT driftsoperatør), Tekniker (IT)";"ISCO-88";"376"
"2007";"Ingeniør- og ikt-fag";"Ikt-yrker";"3131";"Filmfotografer og innspillingsteknikere";"Filmfotograf (fjernsyn, video, film), Filmklipper (film, fjernsyn, video o.l.), Innspillingstekniker, Lydtekniker, Lystekniker, Programingeniør";"ISCO-88";"131"
"2007";"Ingeniør- og ikt-fag";"Ikt-yrker";"3132";"Operatører av kringkastings- og telekommunikasjonsutstyr";"Radiooperatør";"ISCO-88";"15"
"2007";"Ingeniør- og ikt-fag";"Ikt-yrker";"3139";"Andre operatører av optisk og elektronisk lyd- og billedutstyr";"Kinomaskinist, Scenemester";"ISCO-88";"25"
"2007";"Reiseliv og transport";"Maritime yrker";"3141";"Skipsmaskinister";"Andremaskinist, Enemaskinist, Førstemaskinist, Kadett (maskin), Maskinsjef";"ISCO-88";"39"
"2007";"Reiseliv og transport";"Maritime yrker";"3142";"Dekksoffiserer og loser";"Andrestyrmann, Førstestyrmann, Kadett (dekk), Kystskipper, Los, Overstyrmann, Skipsfører, Styrmann";"ISCO-88";"95"
"2007";"Reiseliv og transport";"Førere av transportmidler";"3143";"Flygere";"Flyger";"ISCO-88";"18"
"2007";"Reiseliv og transport";"Førere av transportmidler";"3144";"Flygeledere o.l.";"*";"ISCO-88";"*"
"2007";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3151";"Branninspektører";"*";"ISCO-88";"*"
"2007";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3152";"Sikkerhetsinspektører";"Inspektør (bil), Kontrollingeniør (øvrig teknisk virksomhet), Sikkerhetsinspektør";"ISCO-88";"14"
"2007";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3211";"Bioingeniører og -teknikere";"Bioingeniør, Laboratorietekniker";"ISCO-88";"106"
"2007";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3212";"Agroteknikere";"*";"ISCO-88";"*"
"2007";"Ingeniør- og ikt-fag";"Ingeniører og teknikere";"3213";"Skogingeniører, skogkonsulenter o.l.";"Skogbruksfunksjonær";"ISCO-88";"9"
"2007";"Helse, pleie og omsorg";"Annet helsepersonell";"3221";"Radiografer og audiografer";"Audiograf, Radiograf";"ISCO-88";"36"
"2007";"Helse, pleie og omsorg";"Annet helsepersonell";"3222";"Helse- og miljøinspektører";"Næringsmiddelinspektør, Næringsmiddeltekniker, Næringsmiddelteknolog, Skadedyrinspektør";"ISCO-88";"36"
"2007";"Helse, pleie og omsorg";"Medisinske yrker (leger, tannleger, veterinærer, farmasøyter)";"3223";"Kostholdskonsulenter";"*";"ISCO-88";"*"
"2007";"Helse, pleie og omsorg";"Annet helsepersonell";"3224";"Optikere";"Optiker";"ISCO-88";"14"
"2007";"Helse, pleie og omsorg";"Annet helsepersonell";"3225";"Tannpleiere";"Tannpleier";"ISCO-88";"10"
"2007";"Helse, pleie og omsorg";"Annet helsepersonell";"3226";"Fysioterapeuter, ergoterapeuter o.l.";"Ergoterapeut, Fysioterapeut, Kiropraktor";"ISCO-88";"137"
"2007";"Helse, pleie og omsorg";"Annet helsepersonell";"3227";"Dyrepleiere";"Dyrepleier";"ISCO-88";"35"
"2007";"Helse, pleie og omsorg";"Annet helsepersonell";"3228";"Reseptarer";"Reseptar";"ISCO-88";"10"
"2007";"Helse, pleie og omsorg";"Annet helsepersonell";"3229";"Naturterapeuter";"Naturterapeut";"ISCO-88";"44"
"2007";"Helse, pleie og omsorg";"Sykepleiere og jordmødre";"3231";"Sykepleiere";"Sykepleier";"ISCO-88";"377"
"2007";"Helse, pleie og omsorg";"Sykepleiere og jordmødre";"3232";"Vernepleiere";"Boleder, Vernepleier";"ISCO-88";"302"
"2007";"Undervisning";"Grunnskolelærere";"3310";"Grunnskolelærere";"Allmennlærer (grunnskolen), Faglærer (grunnskole)";"ISCO-88";"1406"
"2007";"Undervisning";"Førskolelærere";"3320";"Førskolelærere";"Førskolelærer";"ISCO-88";"297"
"2007";"Undervisning";"Lærere i videregående skole";"3341";"Yrkesfaglærere og faglærere i videregående skole";"Datalærer, Faglærer (videregående skole), Kroppsøvingslærer, Leirskolelærer, Yrkesfaglærer";"ISCO-88";"352"
"2007";"Undervisning";"Annet undervisningspersonale";"3349";"Andre yrker innen undervisning og pedagogisk arbeid";"Danselærer, Dykkeinstruktør, Flyinstruktør, Førerhundtrener, Instruktører (øvrige), Kulturskolelærer, Trafikklærer";"ISCO-88";"210"
"2007";"Meglere og konsulenter";"Meglere";"3411";"Finansmeglere";"Finansmegler";"ISCO-88";"54"
"2007";"Meglere og konsulenter";"Salgskonsulenter og liknende";"3412";"Forsikringskonsulenter";"Forsikringskonsulent";"ISCO-88";"124"
"2007";"Meglere og konsulenter";"Meglere";"3413";"Eiendomsmeglere og -forvaltere";"Eiendomsforvalter, Eiendomsmegler";"ISCO-88";"85"
"2007";"Reiseliv og transport";"Reiseledere, guider og reisebyråmedarbeidere ";"3414";"Reisekonsulenter";"Reisekonsulent, Turoperatør";"ISCO-88";"177"
"2007";"Meglere og konsulenter";"Salgskonsulenter og liknende";"3415";"Tekniske og kommersielle salgsrepresentanter";"Agent, Legemiddelkonsulent, Teknisk salgsrepresentant";"ISCO-88";"165"
"2007";"Meglere og konsulenter";"Salgskonsulenter og liknende";"3416";"Innkjøpere";"Innkjøper";"ISCO-88";"87"
"2007";"Meglere og konsulenter";"Meglere";"3417";"Takstmenn, takstinspektører og auksjonarier";"Auksjonarius, Takstmann, Tømmermålingsinspektør";"ISCO-88";"13"
"2007";"Meglere og konsulenter";"Økonomer og revisorer";"3418";"Kundebehandlere (banktjenester)";"Bankfunksjonær";"ISCO-88";"248"
"2007";"Meglere og konsulenter";"Salgskonsulenter og liknende";"3419";"Markedsførings- og reklamekonsulenter";"Markedsføringskonsulent, Produktutvikler, Reklamekonsulent";"ISCO-88";"452"
"2007";"Meglere og konsulenter";"Meglere";"3421";"Handels- og skipsmeglere";"Flymegler, Handelsmegler, Skipsmegler";"ISCO-88";"22"
"2007";"Meglere og konsulenter";"Meglere";"3422";"Speditører og befraktere";"Speditør";"ISCO-88";"59"
"2007";"Meglere og konsulenter";"Salgskonsulenter og liknende";"3423";"Kunde-/personalkonsulenter (vikarbyrå)";"Personalkonsulent (vikarbyrå)";"ISCO-88";"60"
"2007";"Kontorarbeid";"Andre funksjonærer";"3429";"Andre foretningsmeglere";"Agent (megler), Bedriftsmegler";"ISCO-88";"6"
"2007";"Kontorarbeid";"Sekretærer";"3431";"Funksjonærer innen administrasjon";"Administrasjonssekretær, Ambassadesekretær";"ISCO-88";"166"
"2007";"Meglere og konsulenter";"Økonomer og revisorer";"3433";"Revisorer (ikke statsautoriserte) og regnskapsførere";"Regnskapsfører, Revisor (ikke statsautorisert)";"ISCO-88";"225"
"2007";"Serviceyrker og annet arbeid";"Annet arbeid";"3434";"Husøkonomer";"Husøkonom";"ISCO-88";"62"
"2007";"Serviceyrker og annet arbeid";"Yrker innen politi, brannvesen, toll og forsvar";"3441";"Tollfunksjonærer";"*";"ISCO-88";"*"
"2007";"Kontorarbeid";"Lavere saksbehandlere innen offentlig administrasjon";"3442";"Førstesekretærer (offentlig administrasjon)";"Førstesekretær (offentlig administrasjon)";"ISCO-88";"102"
"2007";"Serviceyrker og annet arbeid";"Yrker innen politi, brannvesen, toll og forsvar";"3450";"Polititjenestemenn";"Lensmann, Lensmannsbetjent, Polititjenestemann/kvinne";"ISCO-88";"23"
"2007";"Helse, pleie og omsorg";"Sosionomer og barnevernspedagoger";"3460";"Sosionomer, barnevernspedagoger o.l.";"Barnevernkonsulent, Familierådgiver, Fritidsleder, Sosionom, Ungdomskonsulent";"ISCO-88";"431"
"2007";"Ingeniør- og ikt-fag";"Ikt-yrker";"3471";"Dekoratører, designere, og reklametegnere";"Dekoratør, Grafisk designer, Interiørkonsulent, Motedesigner, Web-designer";"ISCO-88";"436"
"2007";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"3472";"Sangere og musikere i underholdningsbransjen";"Popmusiker, Popsanger";"ISCO-88";"5"
"2007";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"3473";"Klovner, tryllekunstnere, akrobater o.l.";"Underholdningsartist";"ISCO-88";"9"
"2007";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"3474";"Inspisienter m.fl.";"Inspisient, Påkleder, Rekvisitør, Scenograf, Sufflør";"ISCO-88";"68"
"2007";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"3475";"Idrettsutøvere og -trenere";"Idrettsinstruktør (øvrige), Idrettstrener, Idrettsutøver, Lærling (hestefaglært), Trener (hestesport)";"ISCO-88";"141"
"2007";"Serviceyrker og annet arbeid";"Annet arbeid";"3480";"Religiøse yrker";"Diakon, Menighetsarbeider, Misjonær, Predikant";"ISCO-88";"53"
"2007";"Akademiske yrker";"Journalister og informasjonsmedarbeidere";"3491";"Informasjonsmedarbeidere og journalister";"Informasjonsmedarbeider, Journalist";"ISCO-88";"342"
"2007";"Serviceyrker og annet arbeid";"Yrker innen kunst, sport og kultur";"3492";"Programsekretærer og programmedarbeidere";"Programmedarbeider (radio/fjernsyn)";"ISCO-88";"50"
"2007";"Akademiske yrker";"Journalister og informasjonsmedarbeidere";"3493";"Bibliotekarer";"Bibliotekar";"ISCO-88";"98"
"2007";"Kontorarbeid";"Andre funksjonærer";"4111";"Stenografer, referenter o.l.";"*";"ISCO-88";"*"
"2007";"Kontorarbeid";"Andre funksjonærer";"4112";"Dataregistrerere (puncheoperatører)";"Dataregistrerer";"ISCO-88";"93"
"2007";"Kontorarbeid";"Økonomi- og kontormedarbeidere";"4113";"Sekretærer";"Sekretær";"ISCO-88";"927"
"2007";"Kontorarbeid";"Økonomi- og kontormedarbeidere";"4114";"Kontormedarbeidere";"Kontormedarbeider, Korrekturleser, Lærling (kontorfaglært)";"ISCO-88";"2237"
"2007";"Kontorarbeid";"Økonomi- og kontormedarbeidere";"4121";"Økonomimedarbeidere og revisjonsassistenter";"Lønnsmedarbeider, Regnskapsmedarbeider, Økonomimedarbeider";"ISCO-88";"884"
"2007";"Kontorarbeid";"Økonomi- og kontormedarbeidere";"4129";"Andre tallbehandlere";"*";"ISCO-88";"*"
"2007";"Kontorarbeid";"Lager- og transportmedarbeidere";"4131";"Lagermedarbeidere og materialforvaltere";"Lagermedarbeider, Lærling (materialadministrator), Lærling (terminalarbeid)";"ISCO-88";"1839"
"2007";"Kontorarbeid";"Lager- og transportmedarbeidere";"4132";"Logistikere";"Logistikkmedarbeider";"ISCO-88";"164"
"2007";"Kontorarbeid";"Lager- og transportmedarbeidere";"4133";"Transportfunksjonærer";"Flygelederassistent, Fraktkonsulent (lufthavn), Havneinspektør, Togleder (jernbane), Trafikkontrollør (vegtrafikk)";"ISCO-88";"83"
"2007";"Kontorarbeid";"Økonomi- og kontormedarbeidere";"4141";"Bibliotek- og arkivmedarbeidere";"Arkivmedarbeider, Bibliotekfullmektig";"ISCO-88";"65"
"2007";"Kontorarbeid";"Andre funksjonærer";"4142";"Postbud og -sorterere";"Postbud og sorterer";"ISCO-88";"626"
"2007";"Butikk- og salgsarbeid";"Annet salgsarbeid";"4211";"Billettører og billettselgere";"Billettør";"ISCO-88";"46"
"2007";"Kontorarbeid";"Andre funksjonærer";"4212";"Post- og bankkasserere";"Postkasserer / bankkasserer";"ISCO-88";"321"
"2007";"Serviceyrker og annet arbeid";"Annet arbeid";"4213";"Bingoverter o.l.";"Bingovert";"ISCO-88";"49"
"2007";"Kontorarbeid";"Økonomi- og kontormedarbeidere";"4215";"Inkassomedarbeidere";"Inkassomedarbeider";"ISCO-88";"23"
"2007";"Reiseliv og transport";"Reiseledere, guider og reisebyråmedarbeidere ";"4221";"Reisebyråmedarbeidere o.l.";"Lærling (reisefaglært), Reisebyråmedarbeider, Reisekoordinator, Turistinformasjonmedarbeider";"ISCO-88";"94"
"2007";"Kontorarbeid";"Resepsjonister og sentralbordoperatører";"4222";"Resepsjonister og opplysningsmedarbeidere";"Lærling (resepsjonist), Resepsjonist";"ISCO-88";"517"
"2007";"Kontorarbeid";"Resepsjonister og sentralbordoperatører";"4223";"Sentralbordoperatører";"Sentralbordoperatør";"ISCO-88";"345"
"2007";"Reiseliv og transport";"Konduktører og kabinpersonale";"5111";"Verter/vertinner på fly, skip og tog";"Kabinpersonale (sivil luftfart), Purser (sjø), Togvert/-vertinne";"ISCO-88";"39"
"2007";"Reiseliv og transport";"Konduktører og kabinpersonale";"5112";"Konduktører og billettører (ombord i transportmidler)";"Konduktør (tog), Kontrollør/billettør (buss, sporvogn, t-bane, tog)";"ISCO-88";"25"
"2007";"Reiseliv og transport";"Reiseledere, guider og reisebyråmedarbeidere ";"5113";"Reiseledere og guider";"Guide, Reiseleder";"ISCO-88";"106"
"2007";"Serviceyrker og annet arbeid";"Rengjøring";"5121";"Internatledere";"Internatleder";"ISCO-88";"17"
"2007";"Reiseliv og transport";"Kokker";"5122";"Kokker";"Forpleiningssjef/stuert, Institusjonskokk, Kokk, Lærling (institusjonskokk), Lærling (kokk), Skipskokk";"ISCO-88";"1167"
"2007";"Reiseliv og transport";"Hovmestere, servitører og hjelpepersonell";"5123";"Hovmestere, servitører og barkeepere";"Bartender, Hovmester, Lærling (servitør), Servitør";"ISCO-88";"1524"
"2007";"Barne- og ungdomsarbeid";"Barnehage- og skolefritidsassistenter";"5131";"Barne- og ungdomsarbeidere o.l.";"Barne- og ungdomsarbeider, Barne- og ungdomsarbeidere o.l., Barnehageassistent, Fritidsklubbassistent, Lærling (barne- og ungdomsarbeider), Skoleassistent";"ISCO-88";"4360"
"2007";"Helse, pleie og omsorg";"Omsorgs- og pleiearbeidere";"5132";"Omsorgsarbeidere og hjelpepleiere";"Barnepleier, Hjelpepleier, Lærling (omsorgsarbeider), Omsorgsarbeider";"ISCO-88";"1783"
"2007";"Helse, pleie og omsorg";"Omsorgs- og pleiearbeidere";"5133";"Hjemmehjelpere";"Hjemmehjelp";"ISCO-88";"354"
"2007";"Helse, pleie og omsorg";"Omsorgs- og pleiearbeidere";"5134";"Tannlegesekretærer";"Tannlegesekretær";"ISCO-88";"153"
"2007";"Helse, pleie og omsorg";"Annet helsepersonell";"5135";"Legesekretærer";"Legesekretær";"ISCO-88";"383"
"2007";"Barne- og ungdomsarbeid";"Barnehage- og skolefritidsassistenter";"5136";"Dagmammaer, praktikanter o.l.";"Au-pair, Barnepasser";"ISCO-88";"585"
"2007";"Helse, pleie og omsorg";"Annet helsepersonell";"5137";"Apotekteknikere";"Apotektekniker";"ISCO-88";"104"
"2007";"Helse, pleie og omsorg";"Omsorgs- og pleiearbeidere";"5139";"Annet pleie- og omsorgspersonale";"Aktivitør, Ambulansearbeider, Lærling (aktivitør), Lærling (ambulansesjåfør), Pleieassistent, Portør, Støttekontakt";"ISCO-88";"3030"
"2007";"Serviceyrker og annet arbeid";"Velvære";"5141";"Frisører, kosmetologer o.l.";"Fotterapeut, Frisør, Kosmetolog, Kroppskunstner, Lærling (damefrisør), Lærling (herrefrisør), Sminkør";"ISCO-88";"553"
"2007";"Serviceyrker og annet arbeid";"Annet arbeid";"5142";"Begravelsesbyrå- og krematoriearbeidere";"Begravelsesbyråmedarbeider, Gravferdskonsulent, Krematør";"ISCO-88";"13"
"2007";"Kontorarbeid";"Resepsjonister og sentralbordoperatører";"5143";"Slankeverter, solstudioverter o.l.";"Bowlingvert, Slankevert, Solstudiovert/-vertinne";"ISCO-88";"12"
"2007";"Serviceyrker og annet arbeid";"Annet arbeid";"5149";"Andre yrker innen personlig tjenesteyting";"Aktivitetsleder, Discjockey";"ISCO-88";"33"
"2007";"Serviceyrker og annet arbeid";"Yrker innen politi, brannvesen, toll og forsvar";"5161";"Brannkonstabler o.l.";"Alarmoperatør, Bilberger, Brannkonstabel";"ISCO-88";"37"
"2007";"Serviceyrker og annet arbeid";"Yrker innen politi, brannvesen, toll og forsvar";"5162";"Fengselsbetjenter";"Arrestforvarer, Fengselsbetjent";"ISCO-88";"42"
